sample-id	id	Plate	Type	Soil	Soil.Type	Location	Group	original_reads	input	filtered	denoised	merged	non-chimeric	Repeat	Analysis
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical
SB.SL.AN.1	SB.SL.AN.1	3	Barley	SL	BA.SL	AN	BA.SL.AN	36692	36692	31516	28764	22939	21574	FALSE	Include
SB.SL.AN.2	SB.SL.AN.2	3	Barley	SL	BA.SL	AN	BA.SL.AN	106458	106458	90834	86463	75582	72811	FALSE	Include
SB.SL.AN.3	SB.SL.AN.3	3	Barley	SL	BA.SL	AN	BA.SL.AN	85532	85532	73781	68709	57040	53375	FALSE	Include
SB.SL.AN.4	SB.SL.AN.4	3	Barley	SL	BA.SL	AN	BA.SL.AN	103626	103626	91356	85799	72148	67519	FALSE	Include
SB.SL.AN.5	SB.SL.AN.5	3	Barley	SL	BA.SL	AN	BA.SL.AN	81085	81085	70224	65532	54304	50883	FALSE	Include
SB.SL.BE.1	SB.SL.BE.1	3	Barley	SL	BA.SL	BE	BA.SL.BE	85038	85038	72926	68402	57557	54322	FALSE	Include
SB.SL.BE.2	SB.SL.BE.2	3	Barley	SL	BA.SL	BE	BA.SL.BE	67201	67201	58968	54238	42425	38903	FALSE	Include
SB.SL.BE.3	SB.SL.BE.3	3	Barley	SL	BA.SL	BE	BA.SL.BE	37676	37676	31831	28979	22309	20793	TRUE	Include
SB.SL.BE.3.RE	SB.SL.BE.3.RE	4	Barley	SL	BA.SL	BE	BA.SL.BE	50119	50119	42076	38722	30425	28378	TRUE	Exclude
SB.SL.BE.4	SB.SL.BE.4	3	Barley	SL	BA.SL	BE	BA.SL.BE	33053	33053	28186	25320	18384	16828	FALSE	Include
SB.SL.BE.5	SB.SL.BE.5	3	Barley	SL	BA.SL	BE	BA.SL.BE	42906	42906	36667	33792	26881	25093	FALSE	Include
SB.SL.SH.1	SB.SL.SH.1	3	Barley	SL	BA.SL	SH	BA.SL.SH	36575	36575	30829	28066	21952	20495	FALSE	Include
SB.SL.SH.2	SB.SL.SH.2	3	Barley	SL	BA.SL	SH	BA.SL.SH	45020	45020	39659	36066	28519	26563	FALSE	Include
SB.SL.SH.3	SB.SL.SH.3	3	Barley	SL	BA.SL	SH	BA.SL.SH	53349	53349	46382	42383	33696	31016	FALSE	Include
SB.SL.SH.4	SB.SL.SH.4	3	Barley	SL	BA.SL	SH	BA.SL.SH	37119	37119	32674	29838	24103	22600	FALSE	Include
SB.SL.SH.5	SB.SL.SH.5	3	Barley	SL	BA.SL	SH	BA.SL.SH	35506	35506	30243	27679	21820	20399	FALSE	Include
SO.CL.BO.1	SO.CL.BO.1	2	Oats	CL	OA.CL	BO	OA.CL.BO	43613	43613	33765	31505	24127	22560	FALSE	Include
SO.CL.BO.2	SO.CL.BO.2	2	Oats	CL	OA.CL	BO	OA.CL.BO	43010	43010	30893	28802	22435	20880	FALSE	Include
SO.CL.BO.3	SO.CL.BO.3	2	Oats	CL	OA.CL	BO	OA.CL.BO	17333	17333	12793	11556	8157	7355	FALSE	Include
SO.CL.BO.4	SO.CL.BO.4	2	Oats	CL	OA.CL	BO	OA.CL.BO	10303	10303	7543	6600	4283	3840	FALSE	Include
SO.CL.BO.5	SO.CL.BO.5	2	Oats	CL	OA.CL	BO	OA.CL.BO	80163	80163	57914	54271	42290	39367	FALSE	Include
SO.CL.YO.1	SO.CL.YO.1	2	Oats	CL	OA.CL	YO	OA.CL.YO	37947	37947	28484	26119	20085	18715	FALSE	Include
SO.CL.YO.2	SO.CL.YO.2	2	Oats	CL	OA.CL	YO	OA.CL.YO	15073	15073	11028	9754	6871	6088	FALSE	Include
SO.CL.YO.3	SO.CL.YO.3	2	Oats	CL	OA.CL	YO	OA.CL.YO	22646	22646	16692	14840	10450	9441	FALSE	Include
SO.CL.YO.4	SO.CL.YO.4	2	Oats	CL	OA.CL	YO	OA.CL.YO	42324	42324	32484	29602	21233	19486	FALSE	Include
SO.CL.YO.5	SO.CL.YO.5	2	Oats	CL	OA.CL	YO	OA.CL.YO	49417	49417	38066	35077	26384	24455	FALSE	Include
SO.CY.BU.1	SO.CY.BU.1	2	Oats	CY	OA.CY	BU	OA.CY.BU	22415	22415	17220	15790	11985	11066	FALSE	Include
SO.CY.BU.2	SO.CY.BU.2	2	Oats	CY	OA.CY	BU	OA.CY.BU	25494	25494	20436	18945	14854	13736	FALSE	Include
SO.CY.BU.3	SO.CY.BU.3	2	Oats	CY	OA.CY	BU	OA.CY.BU	10321	10321	7582	6765	4798	4314	FALSE	Include
SO.CY.BU.4	SO.CY.BU.4	2	Oats	CY	OA.CY	BU	OA.CY.BU	50011	50011	38219	36134	29399	27382	FALSE	Include
SO.CY.BU.5	SO.CY.BU.5	2	Oats	CY	OA.CY	BU	OA.CY.BU	23383	23383	17477	15717	10991	9678	FALSE	Include
SO.CY.YO.1	SO.CY.YO.1	2	Oats	CY	OA.CY	YO	OA.CY.YO	23813	23813	18361	16471	11862	11003	FALSE	Include
SO.CY.YO.2	SO.CY.YO.2	2	Oats	CY	OA.CY	YO	OA.CY.YO	51387	51387	39806	37111	29226	27636	FALSE	Include
SO.CY.YO.3	SO.CY.YO.3	2	Oats	CY	OA.CY	YO	OA.CY.YO	12163	12163	9108	8005	5480	4854	FALSE	Include
SO.CY.YO.4	SO.CY.YO.4	2	Oats	CY	OA.CY	YO	OA.CY.YO	112431	112431	88119	83703	69101	66273	FALSE	Include
SO.CY.YO.5	SO.CY.YO.5	2	Oats	CY	OA.CY	YO	OA.CY.YO	48320	48320	36027	33405	26137	24770	FALSE	Include
SO.SC.HE.1	SO.SC.HE.1	2	Oats	SC	OA.SC	HE	OA.SC.HE	15634	15634	10344	9516	7099	6470	FALSE	Include
SO.SC.HE.2	SO.SC.HE.2	2	Oats	SC	OA.SC	HE	OA.SC.HE	43057	43057	32004	29994	23707	21878	FALSE	Include
SO.SC.HE.3	SO.SC.HE.3	2	Oats	SC	OA.SC	HE	OA.SC.HE	17947	17947	13426	12420	9196	8357	FALSE	Include
SO.SC.HE.4	SO.SC.HE.4	2	Oats	SC	OA.SC	HE	OA.SC.HE	43809	43809	33638	31746	25012	22864	FALSE	Include
SO.SC.HE.5	SO.SC.HE.5	2	Oats	SC	OA.SC	HE	OA.SC.HE	28538	28538	21099	19577	14396	12930	FALSE	Include
SO.SC.SH.1	SO.SC.SH.1	2	Oats	SC	OA.SC	SH	OA.SC.SH	13276	13276	9747	8561	5828	5313	FALSE	Include
SO.SC.SH.2	SO.SC.SH.2	2	Oats	SC	OA.SC	SH	OA.SC.SH	31556	31556	23469	21800	16992	15700	FALSE	Include
SO.SC.SH.3	SO.SC.SH.3	2	Oats	SC	OA.SC	SH	OA.SC.SH	32256	32256	23599	22081	17206	16070	FALSE	Include
SO.SC.SH.4	SO.SC.SH.4	2	Oats	SC	OA.SC	SH	OA.SC.SH	90270	90270	66805	62992	49695	46396	FALSE	Include
SO.SC.SH.5	SO.SC.SH.5	2	Oats	SC	OA.SC	SH	OA.SC.SH	37679	37679	25978	23943	17622	16147	FALSE	Include
SO.SL.AN.1	SO.SL.AN.1	2	Oats	SL	OA.SL	AN	OA.SL.AN	64850	64850	47812	44984	35774	33506	FALSE	Include
SO.SL.AN.2	SO.SL.AN.2	2	Oats	SL	OA.SL	AN	OA.SL.AN	43654	43654	32364	29902	22851	21229	FALSE	Include
SO.SL.AN.3	SO.SL.AN.3	2	Oats	SL	OA.SL	AN	OA.SL.AN	36641	36641	28403	26341	20632	19088	FALSE	Include
SO.SL.AN.4	SO.SL.AN.4	2	Oats	SL	OA.SL	AN	OA.SL.AN	41270	41270	31181	29344	23507	22057	TRUE	Include
SO.SL.AN.4.RE	SO.SL.AN.4.RE	4	Oats	SL	OA.SL	AN	OA.SL.AN	677595	677595	577672	570866	540241	526346	TRUE	Exclude
SO.SL.AN.5	SO.SL.AN.5	2	Oats	SL	OA.SL	AN	OA.SL.AN	40896	40896	31860	29818	23354	21658	FALSE	Include
SO.SL.BE.1	SO.SL.BE.1	2	Oats	SL	OA.SL	BE	OA.SL.BE	37010	37010	28402	25857	17954	16369	FALSE	Exclude
SO.SL.BE.2	SO.SL.BE.2	2	Oats	SL	OA.SL	BE	OA.SL.BE	229	229	124	61	17	17	TRUE	Exclude
SO.SL.BE.2.RE	SO.SL.BE.2.RE	4	Oats	SL	OA.SL	BE	OA.SL.BE	49147	49147	42279	37974	27726	25241	TRUE	Include
SO.SL.BE.3	SO.SL.BE.3	2	Oats	SL	OA.SL	BE	OA.SL.BE	62075	62075	45219	41503	29217	26956	FALSE	Include
SO.SL.BE.4	SO.SL.BE.4	2	Oats	SL	OA.SL	BE	OA.SL.BE	64908	64908	46975	43723	32222	29672	FALSE	Include
SO.SL.BE.5	SO.SL.BE.5	4	Oats	SL	OA.SL	BE	OA.SL.BE	56742	56742	47839	43899	33495	29731	FALSE	Include
SO.SL.SH.1	SO.SL.SH.1	2	Oats	SL	OA.SL	SH	OA.SL.SH	52033	52033	40286	37277	28770	26583	FALSE	Include
SO.SL.SH.2	SO.SL.SH.2	2	Oats	SL	OA.SL	SH	OA.SL.SH	100585	100585	75804	71759	58768	55243	FALSE	Include
SO.SL.SH.3	SO.SL.SH.3	2	Oats	SL	OA.SL	SH	OA.SL.SH	30029	30029	23208	21368	16432	15274	FALSE	Include
SO.SL.SH.4	SO.SL.SH.4	2	Oats	SL	OA.SL	SH	OA.SL.SH	280	280	152	85	21	21	TRUE	Exclude
SO.SL.SH.4.RE	SO.SL.SH.4.RE	4	Oats	SL	OA.SL	SH	OA.SL.SH	37936	37936	32776	29503	22348	20349	TRUE	Include
SO.SL.SH.5	SO.SL.SH.5	2	Oats	SL	OA.SL	SH	OA.SL.SH	204157	204157	148898	143882	124065	117449	FALSE	Include
SU.CL.BO.1	SU.CL.BO.1	1	Sugarbeet	CL	SU.CL	BO	SU.CL.BO	56815	56815	47071	42172	30894	27534	FALSE	Include
SU.CL.BO.2	SU.CL.BO.2	1	Sugarbeet	CL	SU.CL	BO	SU.CL.BO	58039	58039	48457	43191	31058	27199	FALSE	Include
SU.CL.BO.3	SU.CL.BO.3	1	Sugarbeet	CL	SU.CL	BO	SU.CL.BO	60191	60191	51511	45977	32594	28486	FALSE	Include
SU.CL.BO.4	SU.CL.BO.4	1	Sugarbeet	CL	SU.CL	BO	SU.CL.BO	98791	98791	81927	74774	56820	50739	FALSE	Include
SU.CL.BO.5	SU.CL.BO.5	1	Sugarbeet	CL	SU.CL	BO	SU.CL.BO	92312	92312	78242	70871	52647	45865	FALSE	Include
SU.CL.YO.1	SU.CL.YO.1	1	Sugarbeet	CL	SU.CL	YO	SU.CL.YO	29273	29273	25121	22789	17908	16779	FALSE	Include
SU.CL.YO.2	SU.CL.YO.2	1	Sugarbeet	CL	SU.CL	YO	SU.CL.YO	367612	367612	307675	292477	251290	230170	FALSE	Include
SU.CL.YO.3	SU.CL.YO.3	1	Sugarbeet	CL	SU.CL	YO	SU.CL.YO	141569	141569	120802	110355	85431	75370	FALSE	Include
SU.CL.YO.4	SU.CL.YO.4	1	Sugarbeet	CL	SU.CL	YO	SU.CL.YO	87052	87052	72012	67193	55407	51793	FALSE	Include
SU.CL.YO.5	SU.CL.YO.5	1	Sugarbeet	CL	SU.CL	YO	SU.CL.YO	49936	49936	41592	38239	31430	29361	FALSE	Include
SU.CY.BU.1	SU.CY.BU.1	1	Sugarbeet	CY	SU.CY	BU	SU.CY.BU	90746	90746	76107	73472	66366	64154	FALSE	Include
SU.CY.BU.2	SU.CY.BU.2	1	Sugarbeet	CY	SU.CY	BU	SU.CY.BU	103841	103841	86922	83703	75883	72614	FALSE	Include
SU.CY.BU.3	SU.CY.BU.3	1	Sugarbeet	CY	SU.CY	BU	SU.CY.BU	53313	53313	44990	41499	33721	29354	FALSE	Include
SU.CY.BU.4	SU.CY.BU.4	1	Sugarbeet	CY	SU.CY	BU	SU.CY.BU	161406	161406	138475	129181	105420	88795	FALSE	Include
SU.CY.BU.5	SU.CY.BU.5	1	Sugarbeet	CY	SU.CY	BU	SU.CY.BU	36067	36067	29998	28226	24141	22671	FALSE	Include
SU.CY.YO.1	SU.CY.YO.1	1	Sugarbeet	CY	SU.CY	YO	SU.CY.YO	61143	61143	49405	44318	32313	29400	FALSE	Include
SU.CY.YO.2	SU.CY.YO.2	1	Sugarbeet	CY	SU.CY	YO	SU.CY.YO	73205	73205	61189	55161	41079	36731	FALSE	Include
SU.CY.YO.3	SU.CY.YO.3	1	Sugarbeet	CY	SU.CY	YO	SU.CY.YO	99961	99961	83122	76031	59364	54365	FALSE	Include
SU.CY.YO.4	SU.CY.YO.4	1	Sugarbeet	CY	SU.CY	YO	SU.CY.YO	95191	95191	79443	71694	53376	47738	FALSE	Include
SU.CY.YO.5	SU.CY.YO.5	1	Sugarbeet	CY	SU.CY	YO	SU.CY.YO	226	226	33	8	0	0	TRUE	Exclude
SU.CY.YO.5.RE	SU.CY.YO.5.RE	4	Sugarbeet	CY	SU.CY	YO	SU.CY.YO	36171	36171	30028	25958	17611	15825	TRUE	Include
SU.SC.HE.1	SU.SC.HE.1	1	Sugarbeet	SC	SU.SC	HE	SU.SC.HE	286779	286779	243120	235658	213410	194935	FALSE	Include
SU.SC.HE.2	SU.SC.HE.2	1	Sugarbeet	SC	SU.SC	HE	SU.SC.HE	321336	321336	268857	259212	228888	200617	FALSE	Include
SU.SC.HE.3	SU.SC.HE.3	1	Sugarbeet	SC	SU.SC	HE	SU.SC.HE	175793	175793	147215	142012	126595	117273	FALSE	Include
SU.SC.HE.4	SU.SC.HE.4	1	Sugarbeet	SC	SU.SC	HE	SU.SC.HE	235489	235489	196386	189715	168507	154074	FALSE	Include
SU.SC.HE.5	SU.SC.HE.5	1	Sugarbeet	SC	SU.SC	HE	SU.SC.HE	171726	171726	140096	135352	121111	111673	FALSE	Include
SU.SC.SH.1	SU.SC.SH.1	1	Sugarbeet	SC	SU.SC	SH	SU.SC.SH	51371	51371	43392	38664	28307	24760	FALSE	Include
SU.SC.SH.2	SU.SC.SH.2	1	Sugarbeet	SC	SU.SC	SH	SU.SC.SH	41481	41481	31393	27359	18224	15765	FALSE	Include
SU.SC.SH.3	SU.SC.SH.3	1	Sugarbeet	SC	SU.SC	SH	SU.SC.SH	48000	48000	40322	36490	27853	24935	FALSE	Include
SU.SC.SH.4	SU.SC.SH.4	1	Sugarbeet	SC	SU.SC	SH	SU.SC.SH	27783	27783	8594	7223	4009	3360	TRUE	Exclude
SU.SC.SH.4.RE	SU.SC.SH.4.RE	4	Sugarbeet	SC	SU.SC	SH	SU.SC.SH	48020	48020	40702	37010	28439	25802	TRUE	Include
SU.SC.SH.5	SU.SC.SH.5	1	Sugarbeet	SC	SU.SC	SH	SU.SC.SH	50980	50980	42130	38032	28421	25060	FALSE	Include
SU.SL.AN.1	SU.SL.AN.1	1	Sugarbeet	SL	SU.SL	AN	SU.SL.AN	65596	65596	55776	51678	41934	38544	FALSE	Include
SU.SL.AN.2	SU.SL.AN.2	1	Sugarbeet	SL	SU.SL	AN	SU.SL.AN	68823	68823	56717	50422	36543	32208	FALSE	Include
SU.SL.AN.3	SU.SL.AN.3	1	Sugarbeet	SL	SU.SL	AN	SU.SL.AN	71089	71089	59357	54928	45158	41883	FALSE	Include
SU.SL.AN.4	SU.SL.AN.4	1	Sugarbeet	SL	SU.SL	AN	SU.SL.AN	80637	80637	66201	63101	55420	53455	FALSE	Include
SU.SL.AN.5	SU.SL.AN.5	1	Sugarbeet	SL	SU.SL	AN	SU.SL.AN	93794	93794	78776	74213	63020	59307	FALSE	Include
SU.SL.BE.1	SU.SL.BE.1	1	Sugarbeet	SL	SU.SL	BE	SU.SL.BE	69884	69884	58511	54282	44118	41286	FALSE	Include
SU.SL.BE.2	SU.SL.BE.2	1	Sugarbeet	SL	SU.SL	BE	SU.SL.BE	43212	43212	36508	33388	26220	24217	FALSE	Include
SU.SL.BE.3	SU.SL.BE.3	1	Sugarbeet	SL	SU.SL	BE	SU.SL.BE	34412	34412	29434	26641	20278	18671	FALSE	Include
SU.SL.BE.4	SU.SL.BE.4	1	Sugarbeet	SL	SU.SL	BE	SU.SL.BE	36424	36424	30470	28021	22393	20878	FALSE	Include
SU.SL.BE.5	SU.SL.BE.5	1	Sugarbeet	SL	SU.SL	BE	SU.SL.BE	41848	41848	35750	32821	26210	24403	FALSE	Include
SU.SL.SH.1	SU.SL.SH.1	1	Sugarbeet	SL	SU.SL	SH	SU.SL.SH	77088	77088	64771	57977	42251	36354	FALSE	Include
SU.SL.SH.2	SU.SL.SH.2	1	Sugarbeet	SL	SU.SL	SH	SU.SL.SH	93812	93812	77855	73849	64403	61595	FALSE	Include
SU.SL.SH.3	SU.SL.SH.3	1	Sugarbeet	SL	SU.SL	SH	SU.SL.SH	199040	199040	165744	156224	128853	113524	FALSE	Include
SU.SL.SH.4	SU.SL.SH.4	1	Sugarbeet	SL	SU.SL	SH	SU.SL.SH	118817	118817	100274	93862	78015	71923	FALSE	Include
SU.SL.SH.5	SU.SL.SH.5	1	Sugarbeet	SL	SU.SL	SH	SU.SL.SH	81557	81557	68736	64390	53978	50343	FALSE	Include
WH.CL.BO.1	WH.CL.BO.1	3	Wheat	CL	WH.CL	BO	WH.CL.BO	60710	60710	52226	47852	38903	36485	FALSE	Include
WH.CL.BO.2	WH.CL.BO.2	3	Wheat	CL	WH.CL	BO	WH.CL.BO	53227	53227	46338	42490	34093	31606	FALSE	Include
WH.CL.BO.3	WH.CL.BO.3	3	Wheat	CL	WH.CL	BO	WH.CL.BO	52597	52597	46087	43163	36446	34537	FALSE	Include
WH.CL.BO.4	WH.CL.BO.4	3	Wheat	CL	WH.CL	BO	WH.CL.BO	54753	54753	47344	44308	37161	35167	FALSE	Include
WH.CL.BO.5	WH.CL.BO.5	3	Wheat	CL	WH.CL	BO	WH.CL.BO	51052	51052	44817	41183	33556	31590	FALSE	Include
WH.CL.YO.1	WH.CL.YO.1	3	Wheat	CL	WH.CL	YO	WH.CL.YO	78038	78038	68441	63031	51336	47673	FALSE	Include
WH.CL.YO.2	WH.CL.YO.2	3	Wheat	CL	WH.CL	YO	WH.CL.YO	63082	63082	54703	51357	44203	42433	FALSE	Include
WH.CL.YO.3	WH.CL.YO.3	3	Wheat	CL	WH.CL	YO	WH.CL.YO	58894	58894	51801	47481	38438	35762	FALSE	Include
WH.CL.YO.4	WH.CL.YO.4	3	Wheat	CL	WH.CL	YO	WH.CL.YO	55032	55032	46788	43008	35034	32959	FALSE	Include
WH.CL.YO.5	WH.CL.YO.5	3	Wheat	CL	WH.CL	YO	WH.CL.YO	48437	48437	41746	38309	31840	29946	FALSE	Include
WH.CY.BU.1	WH.CY.BU.1	3	Wheat	CY	WH.CY	BU	WH.CY.BU	36136	36136	31258	29227	24974	23549	FALSE	Include
WH.CY.BU.2	WH.CY.BU.2	3	Wheat	CY	WH.CY	BU	WH.CY.BU	103456	103456	89672	86528	78560	75893	FALSE	Include
WH.CY.BU.3	WH.CY.BU.3	3	Wheat	CY	WH.CY	BU	WH.CY.BU	116893	116893	102587	98699	90340	86811	FALSE	Include
WH.CY.BU.4	WH.CY.BU.4	3	Wheat	CY	WH.CY	BU	WH.CY.BU	100250	100250	88561	84890	76855	73554	FALSE	Include
WH.CY.BU.5	WH.CY.BU.5	3	Wheat	CY	WH.CY	BU	WH.CY.BU	105878	105878	91907	88710	81066	78497	FALSE	Include
WH.CY.YO.1	WH.CY.YO.1	3	Wheat	CY	WH.CY	YO	WH.CY.YO	42041	42041	35117	31961	24743	23332	FALSE	Include
WH.CY.YO.2	WH.CY.YO.2	3	Wheat	CY	WH.CY	YO	WH.CY.YO	44556	44556	38510	35455	29036	27513	FALSE	Include
WH.CY.YO.3	WH.CY.YO.3	3	Wheat	CY	WH.CY	YO	WH.CY.YO	38517	38517	33325	29979	23862	22503	FALSE	Include
WH.CY.YO.4	WH.CY.YO.4	3	Wheat	CY	WH.CY	YO	WH.CY.YO	61645	61645	53421	48880	39631	36777	FALSE	Include
WH.CY.YO.5	WH.CY.YO.5	3	Wheat	CY	WH.CY	YO	WH.CY.YO	50102	50102	44005	40059	31876	29987	FALSE	Include
WH.SC.HE.1	WH.SC.HE.1	3	Wheat	SC	WH.SC	HE	WH.SC.HE	108803	108803	95568	91395	80326	75123	FALSE	Include
WH.SC.HE.2	WH.SC.HE.2	3	Wheat	SC	WH.SC	HE	WH.SC.HE	92386	92386	79385	75330	65459	61274	FALSE	Include
WH.SC.HE.3	WH.SC.HE.3	3	Wheat	SC	WH.SC	HE	WH.SC.HE	59692	59692	51704	48665	41227	38398	FALSE	Include
WH.SC.HE.4	WH.SC.HE.4	3	Wheat	SC	WH.SC	HE	WH.SC.HE	41917	41917	35888	33417	27507	25678	FALSE	Include
WH.SC.HE.5	WH.SC.HE.5	3	Wheat	SC	WH.SC	HE	WH.SC.HE	38425	38425	32440	30196	24849	23250	FALSE	Include
WH.SC.SH.1	WH.SC.SH.1	3	Wheat	SC	WH.SC	SH	WH.SC.SH	90989	90989	79293	74314	63387	59486	FALSE	Include
WH.SC.SH.2	WH.SC.SH.2	3	Wheat	SC	WH.SC	SH	WH.SC.SH	66671	66671	52939	49627	40860	38462	FALSE	Include
WH.SC.SH.3	WH.SC.SH.3	3	Wheat	SC	WH.SC	SH	WH.SC.SH	106030	106030	92037	87461	77274	73853	FALSE	Include
WH.SC.SH.4	WH.SC.SH.4	3	Wheat	SC	WH.SC	SH	WH.SC.SH	29877	29877	9871	8559	5791	5093	TRUE	Exclude
WH.SC.SH.4.RE	WH.SC.SH.4.RE	4	Wheat	SC	WH.SC	SH	WH.SC.SH	38866	38866	33394	29796	22115	20412	TRUE	Include
WH.SC.SH.5	WH.SC.SH.5	3	Wheat	SC	WH.SC	SH	WH.SC.SH	62167	62167	53153	49688	42620	40569	FALSE	Include
WH.SL.AN.1	WH.SL.AN.1	3	Wheat	SL	WH.SL	AN	WH.SL.AN	80235	80235	70457	66103	56209	53234	FALSE	Include
WH.SL.AN.2	WH.SL.AN.2	3	Wheat	SL	WH.SL	AN	WH.SL.AN	76813	76813	65643	61226	51118	47833	FALSE	Include
WH.SL.AN.3	WH.SL.AN.3	3	Wheat	SL	WH.SL	AN	WH.SL.AN	73929	73929	63618	59870	50463	47826	FALSE	Include
WH.SL.AN.4	WH.SL.AN.4	3	Wheat	SL	WH.SL	AN	WH.SL.AN	35887	35887	30615	28267	23136	21819	FALSE	Include
WH.SL.AN.5	WH.SL.AN.5	3	Wheat	SL	WH.SL	AN	WH.SL.AN	95025	95025	82203	77193	65868	62221	FALSE	Include
WH.SL.BE.1	WH.SL.BE.1	3	Wheat	SL	WH.SL	BE	WH.SL.BE	72124	72124	61850	56268	44199	40680	FALSE	Include
WH.SL.BE.2	WH.SL.BE.2	3	Wheat	SL	WH.SL	BE	WH.SL.BE	79207	79207	69039	63642	50636	47076	FALSE	Include
WH.SL.BE.3	WH.SL.BE.3	3	Wheat	SL	WH.SL	BE	WH.SL.BE	83429	83429	73775	68045	54725	50813	FALSE	Include
WH.SL.BE.4	WH.SL.BE.4	3	Wheat	SL	WH.SL	BE	WH.SL.BE	82816	82816	71385	66375	54323	50806	FALSE	Include
WH.SL.SH.1	WH.SL.SH.1	3	Wheat	SL	WH.SL	SH	WH.SL.SH	60440	60440	52398	49172	42306	40583	FALSE	Include
WH.SL.SH.2	WH.SL.SH.2	3	Wheat	SL	WH.SL	SH	WH.SL.SH	32949	32949	28314	25870	20943	19869	FALSE	Include
WH.SL.SH.3	WH.SL.SH.3	3	Wheat	SL	WH.SL	SH	WH.SL.SH	106507	106507	92551	86893	74900	70394	FALSE	Include
WH.SL.SH.4	WH.SL.SH.4	3	Wheat	SL	WH.SL	SH	WH.SL.SH	66076	66076	57596	53407	44215	41534	FALSE	Include
WH.SL.SH.5	WH.SL.SH.5	3	Wheat	SL	WH.SL	SH	WH.SL.SH	100310	100310	87315	81990	70005	66211	FALSE	Include
